,t # 0
15440,e 6 7 0
15441,e 7 34 0
15442,e 7 8 0
15443,e 7 43 0
15444,e 7 21 0
15445,e 8 35 0
15446,e 8 44 0
15447,e 8 24 0
15448,e 9 10 0
15449,e 9 35 0
15450,e 9 44 0
15451,e 10 11 0
15452,e 10 35 0
15453,e 10 44 0
15454,e 11 36 0
15455,e 11 45 0
15456,e 12 37 0
15457,e 12 13 0
15458,e 12 46 0
15459,e 12 45 0
15460,e 12 36 0
15461,e 13 37 0
15462,e 13 14 0
15463,e 14 37 0
15464,e 14 46 0
15465,e 15 16 0
15466,e 15 17 0
15467,e 15 47 0
15468,e 15 40 0
15469,e 16 17 0
15470,e 16 40 0
15471,e 17 41 0
15472,e 18 41 0
15473,e 18 19 0
15474,e 18 42 0
15475,e 19 20 0
15476,e 19 42 0
15477,e 20 43 0
15478,e 21 43 0
15479,e 21 22 0
15480,e 22 24 0
15481,e 22 23 0
15482,e 23 24 0
15483,e 23 25 0
15484,e 23 26 0
15485,e 23 44 0
15486,e 24 25 0
15487,e 24 44 0
15488,e 25 26 0
15489,e 26 29 0
15490,e 26 45 0
15491,e 26 28 0
15492,e 26 27 0
15493,e 27 29 0
15494,e 27 46 0
15495,e 27 45 0
15496,e 27 28 0
15497,e 28 29 0
15498,e 28 46 0
15499,e 30 38 0
15500,e 30 47 0
15501,e 31 38 0
15502,e 31 41 0
15503,e 31 32 0
15504,e 31 40 0
15505,e 32 40 0
15506,e 33 41 0
15507,e 36 37 0
15508,e 36 46 0
15509,e 38 39 0
15510,e 38 47 0
15511,e 39 47 0
15512,e 40 41 0
15513,e 41 42 0
15514,t # 176
15515,v 0 0
15516,v 1 0
15517,v 2 0
15518,v 3 0
15519,v 4 0
15520,v 5 0
15521,v 6 0
15522,v 7 0
15523,v 8 0
15524,v 9 0
15525,v 10 0
15526,v 11 0
15527,v 12 0
15528,v 13 0
15529,v 14 0
15530,v 15 0
15531,v 16 0
15532,v 17 0
15533,v 18 0
15534,v 19 0
15535,v 20 0
15536,v 21 0
15537,v 22 0
15538,v 23 0
15539,v 24 0
15540,v 25 0
15541,v 26 0
15542,v 27 0
15543,v 28 1
15544,v 29 1
15545,v 30 1
15546,v 31 1
15547,v 32 1
15548,v 33 1
15549,v 34 1
15550,v 35 1
15551,v 36 1
15552,v 37 1
15553,v 38 1
15554,v 39 1
15555,v 40 1
15556,v 41 1
15557,v 42 1
15558,v 43 1
15559,e 0 1 0
15560,e 0 15 0
15561,e 1 30 0
15562,e 1 31 0
15563,e 1 14 0
15564,e 2 17 0
15565,e 2 32 0
15566,e 2 3 0
15567,e 2 31 0
15568,e 3 16 0
15569,e 3 18 0
15570,e 3 32 0
15571,e 3 4 0
15572,e 4 17 0
15573,e 4 33 0
15574,e 5 20 0
15575,e 5 18 0
15576,e 5 33 0
15577,e 5 6 0
15578,e 6 7 0
15579,e 6 19 0
15580,e 6 21 0
15581,e 7 34 0
15582,e 7 8 0
15583,e 7 22 0
15584,e 8 34 0
15585,e 8 9 0
15586,e 8 21 0
15587,e 9 10 0
15588,e 9 21 0
15589,e 10 11 0
15590,e 10 35 0
15591,e 10 12 0
15592,e 11 13 0
15593,e 11 12 0
15594,e 11 35 0
15595,e 11 28 0
15596,e 12 13 0
15597,e 12 28 0
15598,e 12 27 0
15599,e 13 28 0
15600,e 14 37 0
15601,e 14 15 0
15602,e 14 38 0
15603,e 15 39 0
15604,e 15 38 0
15605,e 16 39 0
15606,e 16 17 0
15607,e 16 40 0
15608,e 17 18 0
15609,e 17 40 0
15610,e 18 41 0
15611,e 19 20 0
15612,e 19 41 0
15613,e 19 21 0
15614,e 20 21 0
15615,e 21 23 0
15616,e 21 22 0
15617,e 21 42 0
15618,e 22 42 0
15619,e 22 23 0
15620,e 23 24 0
15621,e 24 25 0
15622,e 24 43 0
15623,e 24 26 0
15624,e 25 36 0
15625,e 25 43 0
15626,e 25 26 0
15627,e 25 27 0
15628,e 26 36 0
15629,e 26 27 0
15630,e 28 35 0
15631,e 28 43 0
15632,e 29 30 0
15633,e 29 38 0
15634,e 30 37 0
15635,e 30 39 0
15636,e 30 31 0
15637,e 31 38 0
15638,e 31 40 0
15639,e 31 32 0
15640,e 32 39 0
15641,e 32 41 0
15642,e 32 33 0
15643,e 33 34 0
15644,e 33 40 0
15645,e 33 42 0
15646,e 34 41 0
15647,e 35 36 0
15648,e 35 43 0
15649,e 36 43 0
15650,e 37 38 0
15651,e 38 39 0
15652,e 39 40 0
15653,e 40 41 0
15654,e 41 42 0
15655,t # 177
15656,v 0 0
15657,v 1 0
15658,v 2 0
15659,v 3 0
15660,v 4 0
15661,v 5 0
15662,v 6 0
15663,v 7 0
15664,v 8 0
15665,v 9 0
15666,v 10 0
15667,v 11 0
15668,v 12 0
15669,v 13 0
15670,v 14 0
15671,v 15 0
15672,v 16 0
15673,v 17 0
15674,v 18 0
15675,v 19 0
15676,v 20 0
15677,v 21 0
15678,v 22 0
15679,v 23 0
15680,v 24 1
15681,v 25 1
15682,v 26 1
15683,v 27 1
15684,v 28 1
15685,v 29 1
15686,v 30 1
15687,v 31 1
15688,v 32 1
15689,v 33 1
15690,v 34 1
15691,v 35 1
15692,v 36 1
15693,v 37 1
15694,v 38 1
15695,v 39 1
15696,v 40 1
15697,v 41 1
15698,e 0 13 0
15699,e 0 1 0
15700,e 1 12 0
15701,e 1 25 0
15702,e 1 26 0
15703,e 2 15 0
15704,e 2 26 0
15705,e 2 3 0
15706,e 2 27 0
15707,e 3 14 0
15708,e 3 16 0
15709,e 3 27 0
15710,e 3 4 0
15711,e 4 5 0
15712,e 4 6 0
15713,e 4 28 0
15714,e 4 15 0
15715,e 5 6 0
15716,e 5 28 0
15717,e 6 29 0
15718,e 7 29 0
15719,e 7 8 0
15720,e 7 9 0
15721,e 8 30 0
15722,e 8 9 0
15723,e 9 10 0
15724,e 9 11 0
15725,e 9 30 0
15726,e 9 31 0
15727,e 10 11 0
15728,e 10 23 0
15729,e 10 31 0
15730,e 11 22 0
15731,e 12 13 0
15732,e 12 34 0
15733,e 12 41 0
15734,e 13 34 0
15735,e 13 35 0
15736,e 14 35 0
15737,e 14 15 0
15738,e 14 36 0
15739,e 15 16 0
15740,e 15 36 0
15741,e 16 37 0
15742,e 16 18 0
15743,e 16 17 0
15744,e 17 37 0
15745,e 17 18 0
15746,e 18 38 0
15747,e 18 19 0
15748,e 19 38 0
15749,e 19 20 0
15750,e 19 21 0
15751,e 20 39 0
15752,e 20 22 0
15753,e 20 21 0
15754,e 21 39 0
15755,e 21 22 0
15756,e 21 23 0
15757,e 21 40 0
15758,e 22 23 0
15759,e 22 40 0
15760,e 24 41 0
15761,e 24 32 0
15762,e 25 32 0
15763,e 25 35 0
15764,e 25 26 0
15765,e 26 34 0
15766,e 26 36 0
15767,e 26 27 0
15768,e 27 35 0
15769,e 27 37 0
15770,e 27 28 0
15771,e 28 38 0
15772,e 28 29 0
15773,e 28 36 0
15774,e 29 37 0
15775,e 30 31 0
15776,e 30 40 0
15777,e 31 39 0
15778,e 32 33 0
15779,e 32 41 0
15780,e 33 41 0
15781,e 34 35 0
15782,e 35 36 0
15783,e 36 37 0
15784,e 37 38 0
15785,e 39 40 0
15786,t # 178
15787,v 0 0
15788,v 1 0
15789,v 2 0
15790,v 3 0
15791,v 4 0
15792,v 5 0
15793,v 6 0
15794,v 7 0
15795,v 8 0
15796,v 9 0
15797,v 10 0
15798,v 11 0
15799,v 12 0
15800,v 13 0
15801,v 14 0
15802,v 15 0
15803,v 16 0
15804,v 17 0
15805,v 18 0
15806,v 19 0
15807,v 20 0
15808,v 21 0
15809,v 22 1
15810,v 23 1
15811,v 24 1
15812,v 25 1
15813,v 26 1
15814,v 27 1
15815,v 28 1
15816,v 29 1
15817,v 30 1
15818,v 31 1
15819,v 32 1
15820,v 33 1
15821,v 34 1
15822,v 35 1
15823,v 36 1
15824,v 37 1
15825,v 38 1
15826,v 39 1
15827,e 0 1 0
15828,e 0 12 0
15829,e 1 13 0
15830,e 2 14 0
15831,e 2 3 0
15832,e 3 13 0
15833,e 3 15 0
15834,e 3 4 0
15835,e 4 34 0
15836,e 4 5 0
15837,e 4 14 0
15838,e 4 35 0
15839,e 4 25 0
15840,e 4 26 0
15841,e 5 17 0
15842,e 5 6 0
15843,e 6 7 0
15844,e 6 26 0
15845,e 7 8 0
15846,e 7 9 0
15847,e 8 10 0
15848,e 8 28 0
15849,e 8 9 0
15850,e 9 10 0
15851,e 10 29 0
15852,e 11 12 0
15853,e 11 22 0
15854,e 12 13 0
15855,e 13 14 0
15856,e 14 34 0
15857,e 14 25 0
15858,e 14 15 0
15859,e 16 17 0
15860,e 16 35 0
15861,e 16 26 0
15862,e 17 35 0
15863,e 17 26 0
15864,e 17 36 0
15865,e 17 27 0
15866,e 18 36 0
15867,e 18 19 0
15868,e 18 27 0
15869,e 19 20 0
15870,e 19 28 0
15871,e 20 29 0
15872,e 20 21 0
15873,e 22 30 0
15874,e 22 39 0
15875,e 23 24 0
15876,e 23 33 0
15877,e 24 32 0
15878,e 28 29 0
15879,e 28 38 0
15880,e 29 37 0
15881,e 30 39 0
15882,e 30 31 0
15883,e 31 39 0
15884,e 32 33 0
15885,e 37 38 0
15886,t # 179
15887,v 0 0
15888,v 1 0
15889,v 2 0
15890,v 3 0
15891,v 4 0
15892,v 5 0
15893,v 6 0
15894,v 7 0
15895,v 8 0
15896,v 9 0
15897,v 10 0
15898,v 11 0
15899,v 12 0
15900,v 13 0
15901,v 14 0
15902,v 15 0
15903,v 16 0
15904,v 17 0
15905,v 18 0
15906,v 19 0
15907,v 20 0
15908,v 21 0
15909,v 22 1
15910,v 23 1
15911,v 24 1
15912,v 25 1
15913,v 26 1
15914,v 27 1
15915,v 28 1
15916,v 29 1
15917,v 30 1
15918,v 31 1
15919,v 32 1
15920,v 33 1
15921,v 34 1
15922,v 35 1
15923,v 36 1
15924,v 37 1
15925,e 0 1 0
15926,e 0 12 0
15927,e 1 13 0
15928,e 2 14 0
15929,e 2 3 0
15930,e 3 13 0
15931,e 3 15 0
15932,e 3 4 0
15933,e 4 34 0
15934,e 4 5 0
15935,e 4 14 0
15936,e 4 25 0
15937,e 4 33 0
15938,e 4 26 0
15939,e 5 17 0
15940,e 5 6 0
15941,e 6 7 0
15942,e 6 26 0
15943,e 7 8 0
15944,e 7 9 0
15945,e 8 10 0
15946,e 8 28 0
15947,e 8 9 0
15948,e 9 10 0
15949,e 10 29 0
15950,e 11 12 0
15951,e 11 22 0
15952,e 12 13 0
15953,e 13 14 0
15954,e 14 25 0
15955,e 14 33 0
15956,e 14 15 0
15957,e 16 34 0
15958,e 16 17 0
15959,e 16 26 0
15960,e 17 35 0
15961,e 17 34 0
15962,e 17 26 0
15963,e 17 27 0
15964,e 18 35 0
15965,e 18 19 0
15966,e 18 27 0
15967,e 19 20 0
15968,e 19 28 0
15969,e 20 29 0
15970,e 20 21 0
15971,e 21 37 0
15972,e 22 23 0
15973,e 22 31 0
15974,e 23 30 0
15975,e 23 24 0
15976,e 23 32 0
15977,e 24 31 0
15978,e 28 29 0
15979,e 28 37 0
15980,e 29 37 0
15981,e 29 36 0
15982,e 30 31 0
15983,e 31 32 0
15984,e 36 37 0
15985,t # 180
15986,v 0 0
15987,v 1 0
15988,v 2 0
15989,v 3 0
15990,v 4 0
15991,v 5 0
15992,v 6 0
15993,v 7 0
15994,v 8 0
15995,v 9 0
15996,v 10 0
15997,v 11 0
15998,v 12 0
15999,v 13 0
16000,v 14 0
16001,v 15 0
16002,v 16 0
16003,v 17 0
16004,v 18 0
16005,v 19 0
16006,v 20 0
16007,v 21 0
16008,v 22 1
16009,v 23 1
16010,v 24 1
16011,v 25 1
16012,v 26 1
16013,v 27 1
16014,v 28 1
16015,v 29 1
16016,v 30 1
16017,v 31 1
16018,v 32 1
16019,v 33 1
16020,v 34 1
16021,v 35 1
16022,v 36 1
16023,v 37 1
16024,v 38 1
16025,v 39 1
16026,e 0 1 0
16027,e 0 12 0
16028,e 1 13 0
16029,e 1 23 0
16030,e 1 24 0
16031,e 2 24 0
16032,e 2 25 0
16033,e 2 3 0
16034,e 2 14 0
16035,e 3 13 0
16036,e 3 25 0
16037,e 3 15 0
16038,e 3 4 0
16039,e 4 34 0
16040,e 4 5 0
16041,e 4 14 0
16042,e 4 35 0
16043,e 4 25 0
16044,e 4 26 0
16045,e 5 17 0
16046,e 5 6 0
16047,e 5 26 0
16048,e 6 7 0
16049,e 6 26 0
16050,e 6 27 0
16051,e 7 8 0
16052,e 7 9 0
16053,e 7 27 0
16054,e 8 10 0
16055,e 8 28 0
16056,e 8 9 0
16057,e 9 10 0
16058,e 9 29 0
16059,e 9 28 0
16060,e 10 29 0
16061,e 11 12 0
16062,e 11 32 0
16063,e 11 31 0
16064,e 11 22 0
16065,e 12 13 0
16066,e 12 32 0
16067,e 12 33 0
16068,e 13 34 0
16069,e 13 14 0
16070,e 13 33 0
16071,e 14 34 0
16072,e 14 25 0
16073,e 14 15 0
16074,e 15 35 0
16075,e 16 17 0
16076,e 16 35 0
16077,e 16 26 0
16078,e 17 35 0
16079,e 17 26 0
16080,e 17 36 0
16081,e 17 27 0
16082,e 18 36 0
16083,e 18 19 0
16084,e 18 27 0
16085,e 19 37 0
16086,e 19 20 0
16087,e 19 28 0
16088,e 20 38 0
16089,e 20 37 0
16090,e 20 29 0
16091,e 20 21 0
16092,e 21 38 0
16093,e 22 30 0
16094,e 22 39 0
16095,e 22 23 0
16096,e 23 24 0
16097,e 23 33 0
16098,e 24 32 0
16099,e 28 29 0
16100,e 28 38 0
16101,e 29 37 0
16102,e 30 39 0
16103,e 30 31 0
16104,e 31 39 0
16105,e 32 33 0
16106,e 37 38 0
16107,t # 181
16108,v 0 0
16109,v 1 0
16110,v 2 0
16111,v 3 0
16112,v 4 0
16113,v 5 0
16114,v 6 0
16115,v 7 0
16116,v 8 0
16117,v 9 0
16118,v 10 0
16119,v 11 0
16120,v 12 0
16121,v 13 0
16122,v 14 0
16123,v 15 0
16124,v 16 0
16125,v 17 0
16126,v 18 0
16127,v 19 0
16128,v 20 0
16129,v 21 0
16130,v 22 0
16131,v 23 0
16132,v 24 0
16133,v 25 0
16134,v 26 1
16135,v 27 1
16136,v 28 1
16137,v 29 1
16138,v 30 1
16139,v 31 1
16140,v 32 1
16141,v 33 1
16142,v 34 1
16143,v 35 1
16144,v 36 1
16145,v 37 1
16146,v 38 1
16147,v 39 1
16148,v 40 1
16149,e 0 1 0
16150,e 0 14 0
16151,e 1 13 0
16152,e 1 29 0
16153,e 1 28 0
16154,e 2 30 0
16155,e 2 16 0
16156,e 2 29 0
16157,e 2 3 0
16158,e 3 30 0
16159,e 3 17 0
16160,e 3 15 0
16161,e 3 4 0
16162,e 4 38 0
16163,e 4 16 0
16164,e 4 30 0
16165,e 4 37 0
16166,e 4 31 0
16167,e 5 7 0
16168,e 5 6 0
16169,e 5 31 0
16170,e 6 38 0
16171,e 6 7 0
16172,e 6 31 0
16173,e 7 39 0
16174,e 7 32 0
16175,e 8 39 0
16176,e 8 20 0
16177,e 8 32 0
16178,e 8 9 0
16179,e 9 10 0
16180,e 9 40 0
16181,e 10 12 0
16182,e 10 40 0
16183,e 10 33 0
16184,e 10 11 0
16185,e 10 26 0
16186,e 11 12 0
16187,e 11 25 0
16188,e 11 26 0
16189,e 12 24 0
16190,e 13 14 0
16191,e 13 34 0
16192,e 13 35 0
16193,e 14 36 0
16194,e 14 35 0
16195,e 15 37 0
16196,e 15 16 0
16197,e 15 36 0
16198,e 16 37 0
16199,e 16 17 0
16200,e 17 38 0
16201,e 17 18 0
16202,e 17 19 0
16203,e 18 38 0
16204,e 18 19 0
16205,e 19 20 0
16206,e 19 39 0
16207,e 19 21 0
16208,e 20 39 0
16209,e 20 22 0
16210,e 20 21 0
16211,e 21 22 0
16212,e 22 23 0
16213,e 22 40 0
16214,e 23 24 0
16215,e 23 25 0
16216,e 23 33 0
16217,e 23 40 0
16218,e 24 33 0
16219,e 24 25 0
16220,e 26 33 0
16221,e 26 40 0
16222,e 27 34 0
16223,e 27 35 0
16224,e 27 28 0
16225,e 28 29 0
16226,e 28 34 0
16227,e 28 36 0
16228,e 29 35 0
16229,e 29 30 0
16230,e 29 37 0
16231,e 32 39 0
16232,e 33 40 0
16233,e 34 35 0
16234,e 35 36 0
16235,t # 182
16236,v 0 0
16237,v 1 0
16238,v 2 0
16239,v 3 0
16240,v 4 0
16241,v 5 0
16242,v 6 0
16243,v 7 0
16244,v 8 0
16245,v 9 0
16246,v 10 0
16247,v 11 0
16248,v 12 0
16249,v 13 0
16250,v 14 0
16251,v 15 0
16252,v 16 0
16253,v 17 0
16254,v 18 0
16255,v 19 0
16256,v 20 0
16257,v 21 0
16258,v 22 0
16259,v 23 0
16260,v 24 1
16261,v 25 1
16262,v 26 1
16263,v 27 1
16264,v 28 1
16265,v 29 1
16266,v 30 1
16267,v 31 1
16268,v 32 1
16269,v 33 1
16270,v 34 1
16271,v 35 1
16272,v 36 1
16273,v 37 1
16274,v 38 1
16275,v 39 1
16276,v 40 1
16277,v 41 1
16278,e 0 13 0
16279,e 0 1 0
16280,e 1 2 0
16281,e 1 12 0
16282,e 1 25 0
16283,e 1 26 0
16284,e 2 26 0
16285,e 2 3 0
16286,e 2 15 0
16287,e 2 27 0
16288,e 3 14 0
16289,e 3 16 0
16290,e 3 27 0
16291,e 3 4 0
16292,e 4 5 0
16293,e 4 6 0
16294,e 4 28 0
16295,e 4 15 0
16296,e 5 18 0
16297,e 5 6 0
16298,e 5 28 0
16299,e 6 29 0
16300,e 6 7 0
16301,e 6 17 0
16302,e 7 29 0
16303,e 7 8 0
16304,e 7 9 0
16305,e 8 30 0
16306,e 8 10 0
16307,e 8 11 0
16308,e 8 9 0
16309,e 9 10 0
16310,e 9 11 0
16311,e 9 30 0
16312,e 9 31 0
16313,e 10 11 0
16314,e 10 31 0
16315,e 12 13 0
16316,e 12 34 0
16317,e 12 41 0
16318,e 13 34 0
16319,e 13 35 0
16320,e 13 14 0
16321,e 14 15 0
16322,e 14 36 0
16323,e 14 35 0
16324,e 15 16 0
16325,e 15 36 0
16326,e 16 37 0
16327,e 16 18 0
16328,e 16 17 0
16329,e 17 37 0
16330,e 17 18 0
16331,e 18 38 0
16332,e 18 19 0
16333,e 19 38 0
16334,e 19 20 0
16335,e 19 21 0
16336,e 20 39 0
16337,e 20 23 0
16338,e 20 22 0
16339,e 20 21 0
16340,e 21 39 0
16341,e 21 22 0
16342,e 21 23 0
16343,e 21 40 0
16344,e 22 23 0
16345,e 22 40 0
16346,e 24 41 0
16347,e 24 32 0
16348,e 25 32 0
16349,e 25 35 0
16350,e 25 26 0
16351,e 26 34 0
16352,e 26 36 0
16353,e 26 27 0
16354,e 27 35 0
16355,e 27 37 0
16356,e 27 28 0
16357,e 28 38 0
16358,e 28 29 0
16359,e 28 36 0
16360,e 29 37 0
16361,e 30 31 0
16362,e 30 40 0
16363,e 31 39 0
16364,e 32 33 0
16365,e 32 41 0
16366,e 33 41 0
16367,e 34 35 0
16368,e 35 36 0
16369,e 36 37 0
16370,e 37 38 0
16371,e 39 40 0
16372,t # 183
16373,v 0 0
16374,v 1 0
16375,v 2 0
16376,v 3 0
16377,v 4 0
16378,v 5 0
16379,v 6 0
16380,v 7 0
16381,v 8 0
16382,v 9 0
16383,v 10 0
16384,v 11 0
16385,v 12 0
16386,v 13 0
16387,v 14 0
16388,v 15 0
16389,v 16 0
16390,v 17 0
16391,v 18 0
16392,v 19 0
16393,v 20 0
16394,v 21 0
16395,v 22 1
16396,v 23 1
16397,v 24 1
16398,v 25 1
16399,v 26 1
16400,v 27 1
16401,v 28 1
16402,v 29 1
16403,v 30 1
16404,v 31 1
16405,v 32 1
16406,v 33 1
16407,v 34 1
16408,v 35 1
16409,v 36 1
16410,v 37 1
16411,v 38 1
16412,v 39 1
16413,e 0 1 0
16414,e 0 12 0
16415,e 1 24 0
16416,e 1 11 0
16417,e 1 23 0
16418,e 2 13 0
16419,e 2 24 0
16420,e 2 25 0
16421,e 2 3 0
16422,e 2 14 0
16423,e 3 13 0
16424,e 3 25 0
16425,e 3 15 0
16426,e 3 4 0
16427,e 4 5 0
16428,e 4 14 0
16429,e 4 6 0
16430,e 4 26 0
16431,e 5 17 0
16432,e 5 6 0
16433,e 5 26 0
16434,e 6 16 0
16435,e 6 27 0
16436,e 6 7 0
16437,e 7 8 0
16438,e 7 9 0
16439,e 7 27 0
16440,e 8 10 0
16441,e 8 28 0
16442,e 8 9 0
16443,e 9 10 0
16444,e 9 29 0
16445,e 9 28 0
16446,e 9 21 0
16447,e 10 29 0
16448,e 10 21 0
16449,e 11 12 0
16450,e 11 32 0
16451,e 11 31 0
16452,e 12 13 0
16453,e 12 32 0
16454,e 12 33 0
16455,e 13 34 0
16456,e 13 14 0
16457,e 13 33 0
16458,e 14 34 0
16459,e 14 15 0
16460,e 15 35 0
16461,e 15 16 0
16462,e 15 17 0
16463,e 16 17 0
16464,e 16 35 0
16465,e 17 18 0
16466,e 17 36 0
16467,e 18 20 0
16468,e 18 36 0
16469,e 18 19 0
16470,e 19 37 0
16471,e 19 20 0
16472,e 19 28 0
16473,e 20 38 0
16474,e 20 37 0
16475,e 20 21 0
16476,e 21 38 0
16477,e 22 30 0
16478,e 22 39 0
16479,e 23 39 0
16480,e 23 33 0
16481,e 23 24 0
16482,e 24 34 0
16483,e 24 25 0
16484,e 24 32 0
16485,e 25 35 0
16486,e 25 33 0
16487,e 25 26 0
16488,e 26 34 0
16489,e 26 36 0
16490,e 26 27 0
16491,e 27 35 0
16492,e 27 36 0
16493,e 28 29 0
16494,e 28 38 0
16495,e 29 37 0
16496,e 30 39 0
16497,e 30 31 0
16498,e 31 39 0
16499,e 32 33 0
16500,e 33 34 0
16501,e 34 35 0
16502,e 35 36 0
16503,e 37 38 0
16504,t # 184
16505,v 0 0
16506,v 1 0
16507,v 2 0
16508,v 3 0
16509,v 4 0
16510,v 5 0
16511,v 6 0
16512,v 7 0
16513,v 8 0
16514,v 9 0
16515,v 10 0
16516,v 11 0
16517,v 12 0
16518,v 13 0
16519,v 14 0
16520,v 15 0
16521,v 16 0
16522,v 17 0
16523,v 18 0
16524,v 19 0
16525,v 20 0
16526,v 21 0
16527,v 22 0
16528,v 23 0
16529,v 24 0
16530,v 25 0
16531,v 26 1
16532,v 27 1
16533,v 28 1
16534,v 29 1
16535,v 30 1
16536,v 31 1
16537,v 32 1
16538,v 33 1
16539,v 34 1
16540,v 35 1
16541,v 36 1
16542,v 37 1
16543,v 38 1
16544,v 39 1
16545,v 40 1
16546,v 41 1
16547,v 42 1
16548,v 43 1
16549,e 0 1 0
16550,e 0 14 0
16551,e 1 13 0
16552,e 1 28 0
16553,e 1 27 0
16554,e 2 29 0
16555,e 2 16 0
16556,e 2 3 0
16557,e 2 28 0
16558,e 3 29 0
16559,e 3 17 0
16560,e 3 15 0
16561,e 3 4 0
16562,e 4 30 0
16563,e 4 16 0
16564,e 4 5 0
16565,e 5 30 0
16566,e 5 7 0
16567,e 5 6 0
16568,e 5 19 0
16569,e 6 7 0
16570,e 6 18 0
16571,e 7 8 0
16572,e 7 9 0
16573,e 7 31 0
16574,e 8 10 0
16575,e 8 9 0
16576,e 8 31 0
16577,e 9 10 0
16578,e 9 32 0
16579,e 10 12 0
16580,e 10 32 0
16581,e 10 11 0
16582,e 10 33 0
16583,e 11 12 0
16584,e 11 33 0
16585,e 11 25 0
16586,e 12 24 0
16587,e 13 36 0
16588,e 13 35 0
16589,e 13 14 0
16590,e 14 37 0
16591,e 14 36 0
16592,e 14 15 0
16593,e 15 37 0
16594,e 15 16 0
16595,e 15 38 0
16596,e 16 38 0
16597,e 16 17 0
16598,e 17 39 0
16599,e 17 18 0
16600,e 18 20 0
16601,e 18 39 0
16602,e 18 19 0
16603,e 19 20 0
16604,e 20 40 0
16605,e 20 31 0
16606,e 20 21 0
16607,e 21 23 0
16608,e 21 40 0
16609,e 21 22 0
16610,e 22 24 0
16611,e 22 41 0
16612,e 22 23 0
16613,e 23 24 0
16614,e 23 41 0
16615,e 23 42 0
16616,e 23 25 0
16617,e 24 42 0
16618,e 24 25 0
16619,e 26 34 0
16620,e 26 43 0
16621,e 26 27 0
16622,e 27 37 0
16623,e 27 28 0
16624,e 28 38 0
16625,e 28 29 0
16626,e 28 36 0
16627,e 29 39 0
16628,e 29 30 0
16629,e 29 37 0
16630,e 30 38 0
16631,e 30 40 0
16632,e 30 31 0
16633,e 31 40 0
16634,e 32 33 0
16635,e 32 42 0
16636,e 33 41 0
16637,e 34 35 0
16638,e 34 43 0
16639,e 35 43 0
16640,e 36 37 0
16641,e 37 38 0
16642,e 38 39 0
16643,e 41 42 0
16644,t # 185
16645,v 0 0
16646,v 1 0
16647,v 2 0
16648,v 3 0
16649,v 4 0
16650,v 5 0
16651,v 6 0
16652,v 7 0
16653,v 8 0
16654,v 9 0
16655,v 10 0
16656,v 11 0
16657,v 12 0
16658,v 13 0
16659,v 14 0
16660,v 15 0
16661,v 16 0
16662,v 17 0
16663,v 18 0
16664,v 19 0
16665,v 20 0
16666,v 21 0
16667,v 22 0
16668,v 23 0
16669,e 0 13 0
16670,e 0 1 0
16671,e 1 2 0
16672,e 1 12 0
16673,e 2 3 0
16674,e 2 15 0
16675,e 3 14 0
16676,e 3 16 0
16677,e 3 4 0
16678,e 4 5 0
16679,e 4 6 0
16680,e 4 17 0
16681,e 4 15 0
16682,e 5 16 0
16683,e 5 6 0
16684,e 6 7 0
16685,e 7 8 0
16686,e 7 9 0
16687,e 8 10 0
16688,e 8 11 0
16689,e 8 9 0
16690,e 9 10 0
16691,e 9 11 0
16692,e 10 11 0
16693,e 12 13 0
16694,e 13 14 0
16695,e 14 15 0
16696,e 15 16 0
16697,e 16 18 0
16698,e 16 17 0
16699,e 17 18 0
16700,e 18 19 0
16701,e 19 20 0
16702,e 19 21 0
16703,e 20 23 0
16704,e 20 22 0
16705,e 20 21 0
16706,e 21 23 0
16707,e 21 22 0
16708,e 22 23 0
16709,t # 186
16710,v 0 0
16711,v 1 0
16712,v 2 0
16713,v 3 0
16714,v 4 0
16715,v 5 0
16716,v 6 0
16717,v 7 0
16718,v 8 0
16719,v 9 0
16720,v 10 0
16721,v 11 0
16722,v 12 0
16723,v 13 0
16724,v 14 0
16725,v 15 0
16726,v 16 0
16727,v 17 0
16728,v 18 0
16729,v 19 0
16730,v 20 0
16731,v 21 0
16732,v 22 0
16733,v 23 0
16734,v 24 0
16735,v 25 0
16736,v 26 0
16737,v 27 0
16738,v 28 1
16739,v 29 1
16740,v 30 1
16741,v 31 1
16742,v 32 1
16743,v 33 1
16744,v 34 1
16745,v 35 1
16746,v 36 1
16747,v 37 1
16748,v 38 1
16749,v 39 1
16750,v 40 1
16751,v 41 1
16752,v 42 1
16753,v 43 1
16754,e 0 1 0
16755,e 0 15 0
16756,e 1 30 0
16757,e 1 31 0
16758,e 1 14 0
16759,e 2 17 0
16760,e 2 32 0
16761,e 2 3 0
16762,e 2 31 0
16763,e 3 16 0
16764,e 3 18 0
16765,e 3 32 0
16766,e 3 4 0
16767,e 4 17 0
16768,e 4 5 0
16769,e 4 33 0
16770,e 5 7 0
16771,e 5 33 0
16772,e 5 6 0
16773,e 6 7 0
16774,e 6 8 0
16775,e 7 34 0
16776,e 7 8 0
16777,e 7 9 0
16778,e 8 10 0
16779,e 8 34 0
16780,e 8 9 0
16781,e 9 10 0
16782,e 10 35 0
16783,e 10 11 0
16784,e 11 13 0
16785,e 11 12 0
16786,e 11 35 0
16787,e 11 28 0
16788,e 12 13 0
16789,e 12 28 0
16790,e 12 27 0
16791,e 13 26 0
16792,e 14 37 0
16793,e 14 15 0
16794,e 14 38 0
